"TVS_MOTORS_DATE","CLOSE_PRICE","TWENTY_DAY_MA","FIFTY_DAY_MA"
16-AUG-17,585.75,579.41,562.964
17-AUG-17,581,579.7775,563.862
18-AUG-17,583.8,580.3475,564.815
21-AUG-17,575.15,580.5725,565.443
22-AUG-17,582.25,580.8375,566.055
23-AUG-17,584.25,581.535,566.695
24-AUG-17,593.4,582.66,567.448
28-AUG-17,603.95,584.18,568.611
29-AUG-17,594.75,584.79,569.666
30-AUG-17,611.5,586.2575,570.892
31-AUG-17,604.2,586.6375,571.955
01-SEP-17,608.55,587.5325,573.142
04-SEP-17,613.8,588.8925,574.519
05-SEP-17,612.65,589.575,575.93
06-SEP-17,618.75,590.3825,577.574
07-SEP-17,632.5,592.2325,579.562
08-SEP-17,635.4,594.505,581.563
11-SEP-17,639.3,597.555,583.457
12-SEP-17,641.3,602.8,585.294
13-SEP-17,638,607.0125,587.012
14-SEP-17,641.05,609.7775,588.822
15-SEP-17,649.95,613.225,590.874
18-SEP-17,663.65,617.2175,593.073
19-SEP-17,659.35,621.4275,594.818
20-SEP-17,655.2,625.075,596.533
21-SEP-17,650.4,628.3825,598.221
22-SEP-17,634.25,630.425,599.621
25-SEP-17,641.9,632.3225,601.029
26-SEP-17,647.85,634.9775,602.598
27-SEP-17,644.6,636.6325,604.048
28-SEP-17,644,638.6225,605.498
29-SEP-17,658.5,641.12,607.195
03-OCT-17,654.65,643.1625,608.84
04-OCT-17,653.8,645.22,610.503
05-OCT-17,655.05,647.035,612.065
06-OCT-17,659.65,648.3925,613.852
09-OCT-17,675.85,650.415,615.951
10-OCT-17,685.8,652.74,618.196
11-OCT-17,683.15,654.8325,620.208
12-OCT-17,696.45,657.755,622.494
13-OCT-17,699,660.6525,624.542
16-OCT-17,700.4,663.175,626.737
17-OCT-17,689.1,664.4475,628.787
18-OCT-17,690.05,665.9825,630.608
19-OCT-17,685.9,667.5175,632.274
23-OCT-17,685.6,669.2775,634.076
24-OCT-17,693.85,672.2575,636.154
25-OCT-17,693.4,674.8325,638.456
26-OCT-17,720.6,678.47,642.14
27-OCT-17,718.05,682.1425,645.426
30-OCT-17,722.7,686.0775,648.165
31-OCT-17,725.3,689.4175,651.051
01-NOV-17,709,692.135,653.555
02-NOV-17,708.2,694.855,656.216
03-NOV-17,694.9,696.8475,658.469
06-NOV-17,706.3,699.18,660.91
07-NOV-17,707.85,700.78,663.199
08-NOV-17,694.4,701.21,665.008
09-NOV-17,694.5,701.7775,667.003
10-NOV-17,707.9,702.35,668.931
13-NOV-17,699.65,702.3825,670.84
14-NOV-17,701,702.4125,672.689
15-NOV-17,696.1,702.7625,674.335
16-NOV-17,705.3,703.525,676.188
17-NOV-17,708.6,704.66,677.985
20-NOV-17,708.7,705.815,679.509
21-NOV-17,708.3,706.5375,680.967
22-NOV-17,718.75,707.805,682.556
23-NOV-17,735.85,708.5675,684.447
24-NOV-17,739.3,709.63,686.473
27-NOV-17,745.25,710.7575,688.557
28-NOV-17,743.1,711.6475,690.42
29-NOV-17,735.85,712.99,691.864
30-NOV-17,718.8,713.52,693.053
01-DEC-17,724.45,714.9975,694.438
04-DEC-17,725.45,715.955,695.939
05-DEC-17,737.3,717.4275,698
06-DEC-17,734.1,719.4125,699.844
07-DEC-17,748.8,722.1275,701.863
08-DEC-17,747.2,724.0925,703.915
11-DEC-17,753.8,726.8,706.111
12-DEC-17,760,729.75,708.141
13-DEC-17,745.25,732.2075,709.953
14-DEC-17,750.3,734.4575,711.883
15-DEC-17,759.1,736.9825,713.964
18-DEC-17,761.3,739.6125,715.997
19-DEC-17,785.3,743.4625,718.186
20-DEC-17,778.45,746.4475,720.039
21-DEC-17,777.4,748.525,721.924
22-DEC-17,774.85,750.3025,723.492
26-DEC-17,769.95,751.5375,724.911
27-DEC-17,769,752.8325,726.283
28-DEC-17,763.05,754.1925,727.762
29-DEC-17,771.3,756.8175,729.387
01-JAN-18,766.35,758.9125,730.996
02-JAN-18,775.6,761.42,732.796
03-JAN-18,770.4,763.075,734.327
04-JAN-18,765.95,764.6675,735.778
05-JAN-18,767.9,765.6225,736.724
08-JAN-18,767,766.6125,737.703
09-JAN-18,771.65,767.505,738.682
10-JAN-18,768.25,767.9175,739.541
11-JAN-18,755.65,768.4375,740.474
12-JAN-18,750.85,768.465,741.327
15-JAN-18,740.05,767.5125,742.23
16-JAN-18,722.65,765.58,742.557
17-JAN-18,730.9,762.86,743.018
18-JAN-18,718.3,759.8525,743.496
19-JAN-18,715.4,756.7525,743.914
22-JAN-18,714.4,753.73,744.044
23-JAN-18,707,750.5825,744.191
24-JAN-18,707.4,747.5025,744.319
25-JAN-18,704.85,744.5925,744.494
29-JAN-18,719.7,742.0125,744.782
30-JAN-18,712.9,739.34,744.868
31-JAN-18,695.1,735.315,744.596
01-FEB-18,674.05,730.4975,743.911
02-FEB-18,644.8,724.44,742.432
05-FEB-18,659.1,719,740.897
06-FEB-18,649.35,713.1175,739.098
07-FEB-18,648,706.935,737.153
08-FEB-18,665.5,701.7975,735.601
09-FEB-18,663.65,697.1975,734.157
12-FEB-18,661.5,692.73,733.011
14-FEB-18,651.75,688.315,731.557
15-FEB-18,655.9,684.9775,730.166
16-FEB-18,652.45,681.055,728.469
19-FEB-18,652.25,677.7525,726.832
20-FEB-18,650.2,674.4925,724.86
21-FEB-18,635.5,670.5475,722.626
22-FEB-18,630.5,666.7225,720.16
23-FEB-18,666.65,664.685,718.293
26-FEB-18,679.3,663.4075,716.974
27-FEB-18,675.8,661.2125,715.484
28-FEB-18,681.05,659.62,713.923
01-MAR-18,676.8,658.705,712.233
05-MAR-18,664.5,658.2275,709.817
06-MAR-18,645.1,658.2425,707.15
07-MAR-18,634,656.9875,704.282
08-MAR-18,646.1,656.825,701.707
09-MAR-18,645.7,656.71,699.222
12-MAR-18,650,655.935,696.842
13-MAR-18,642.7,654.8875,694.435
14-MAR-18,642.75,653.95,691.864
15-MAR-18,643,653.5125,689.397
16-MAR-18,631.65,652.3,686.518
19-MAR-18,614.7,650.4125,683.404
20-MAR-18,623.2,648.96,680.549
21-MAR-18,615.4,647.22,677.499
22-MAR-18,605.55,645.7225,674.27
23-MAR-18,609.4,644.6675,671.025
26-MAR-18,619.75,642.3225,668.055
27-MAR-18,616.85,639.2,665.279
28-MAR-18,616.95,636.2575,662.601
02-APR-18,662.3,635.32,661.046
03-APR-18,649.35,633.9475,659.58
04-APR-18,645.35,632.99,657.869
05-APR-18,648.8,633.175,656.479
06-APR-18,645.4,633.745,655.079
09-APR-18,645.75,633.7275,653.706
10-APR-18,641.3,633.5075,652.392
11-APR-18,630,632.5075,650.844
12-APR-18,642.15,632.48,649.59
13-APR-18,662.15,633.45,648.439
16-APR-18,675.5,635.075,647.691
17-APR-18,674.2,637.2025,647.273
18-APR-18,674.75,640.205,647.287
19-APR-18,674.7,642.78,647.885
20-APR-18,667.65,645.3925,648.056
23-APR-18,664.5,648.34,648.359
24-APR-18,663.9,651.065,648.677
25-APR-18,655.75,652.865,648.482
26-APR-18,651.75,654.61,648.244
27-APR-18,668.25,657.175,648.379
30-APR-18,667.75,657.4475,648.699
02-MAY-18,637.55,656.8575,648.332
03-MAY-18,637.9,656.485,648.041
04-MAY-18,616.25,654.8575,647.321
07-MAY-18,627.6,653.9675,646.869
08-MAY-18,625,652.93,646.659
09-MAY-18,621.15,651.9225,646.472
10-MAY-18,617.6,651.3025,645.491
11-MAY-18,624.4,650.415,644.393
14-MAY-18,619.55,648.285,643.268
15-MAY-18,621.35,645.5775,642.074
16-MAY-18,610.1,642.3725,640.74
17-MAY-18,590.65,638.1675,639.263
18-MAY-18,572.15,633.04,637.804
21-MAY-18,562.6,627.7875,636.376
22-MAY-18,563.75,622.75,634.729
23-MAY-18,565.05,617.8075,633.116
24-MAY-18,542.05,612.1225,630.957
25-MAY-18,564.45,607.7575,629.392
28-MAY-18,584.9,603.59,628.235
29-MAY-18,594.1,599.9075,627.257
30-MAY-18,604.8,598.27,626.72
31-MAY-18,587.85,595.7675,626.183
01-JUN-18,595.7,594.74,625.633
04-JUN-18,566.15,591.6675,624.648
05-JUN-18,566.25,588.73,623.862
06-JUN-18,568.1,586.0775,623.036
07-JUN-18,575.45,583.97,622.15
08-JUN-18,580.2,581.76,621.417
11-JUN-18,584.05,579.985,620.759
12-JUN-18,581.5,577.9925,619.143
13-JUN-18,576.4,576.3075,617.684
14-JUN-18,584.4,575.995,616.465
15-JUN-18,581.75,576.475,615.124
18-JUN-18,594.45,578.0675,614.105
19-JUN-18,590.7,579.415,613.004
20-JUN-18,585.15,580.42,611.881
21-JUN-18,580.25,582.33,610.886
22-JUN-18,582.6,583.2375,609.695
25-JUN-18,597.4,583.8625,608.4
26-JUN-18,585.85,583.45,606.607
27-JUN-18,568.6,581.64,604.495
28-JUN-18,556.65,580.08,602.133
29-JUN-18,552.3,577.91,599.685
02-JUL-18,556.4,577.4225,597.46
03-JUL-18,559.45,577.0825,595.359
04-JUL-18,581.1,577.7325,593.703
05-JUL-18,570.25,577.4725,591.993
06-JUL-18,577.45,577.335,590.507
09-JUL-18,589.5,577.6075,588.932
10-JUL-18,585.95,577.83,587.296
11-JUL-18,579.25,577.9725,586.13
12-JUL-18,578.4,577.6725,584.94
13-JUL-18,583,577.735,584.275
16-JUL-18,571.4,576.5825,583.151
17-JUL-18,572.85,575.69,582.108
18-JUL-18,568.7,574.8675,581.059
19-JUL-18,563.7,574.04,579.981
20-JUL-18,564.4,573.13,578.781
23-JUL-18,540.3,570.275,577.196
24-JUL-18,551.85,568.575,575.806
25-JUL-18,540.5,567.17,574.414
26-JUL-18,524.85,565.58,573.098
27-JUL-18,526.1,564.27,572.177
30-JUL-18,513.65,562.1325,571.198
31-JUL-18,517.45,560.0325,570.272
